feature,feature_label_human,feature_description,layer,domain,domains_final,module,criterion_ref,source_label,instrument_or_source,feature_type,feature_role,dataset_class,questionnaire_class,respondability_group,respondent_expected,administered_by,caregiver_answerable_yes_no,psychologist_answerable_yes_no,must_be_self_report_yes_no,is_direct_input,is_transparent_derived,show_in_questionnaire_yes_no,derivable_if_not_shown_yes_no,requires_exact_item_wording,requires_clinician_administration,requires_child_self_report,requires_internal_scoring,questionnaire_section_suggested,questionnaire_subsection_suggested,question_text_needed_yes_no,input_needed_for_adhd,input_needed_for_conduct,input_needed_for_elimination,input_needed_for_anxiety,input_needed_for_depression,include_caregiver_1_3,include_caregiver_2_3,include_caregiver_full,include_psychologist_1_3,include_psychologist_2_3,include_psychologist_full,caregiver_rank,psychologist_rank,caregiver_priority_bucket,psychologist_priority_bucket,derived_from_features,internal_scoring_formula_summary,selection_rationale,notes
mdd_03_weight_or_appetite_change,Mdd 03 weight or appetite change,Input for major_depressive_episode - Mdd 03 weight or appetite change,dsm5,adhd,adhd|elimination|anxiety|depression,major_depressive_episode,MDD_A3,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,42.0,42.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,
mdd_04_sleep_change,Mdd 04 sleep change,Input for major_depressive_episode - Mdd 04 sleep change,dsm5,adhd,adhd|elimination|anxiety|depression,major_depressive_episode,MDD_A4,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,no,no,yes,no,no,yes,43.0,43.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,
mdd_05_psychomotor_change,Mdd 05 psychomotor change,Input for major_depressive_episode - Mdd 05 psychomotor change,dsm5,adhd,adhd|conduct|elimination|anxiety|depression,major_depressive_episode,MDD_A5,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,44.0,44.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,
mdd_06_fatigue_or_low_energy,Mdd 06 fatigue or low energy,Input for major_depressive_episode - Mdd 06 fatigue or low energy,dsm5,adhd,adhd|conduct|elimination|anxiety|depression,major_depressive_episode,MDD_A6,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,45.0,45.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,
mdd_07_worthlessness_or_excessive_guilt,Mdd 07 worthlessness or excessive guilt,Input for major_depressive_episode - Mdd 07 worthlessness or excessive guilt,dsm5,adhd,adhd|elimination|anxiety|depression,major_depressive_episode,MDD_A7,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,46.0,46.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,
mdd_08_concentration_or_decision_difficulty,Mdd 08 concentration or decision difficulty,Input for major_depressive_episode - Mdd 08 concentration or decision difficulty,dsm5,adhd,adhd|anxiety|depression,major_depressive_episode,MDD_A8,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,yes,47.0,47.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,
mdd_09_death_or_suicidal_thoughts,Mdd 09 death or suicidal thoughts,Input for major_depressive_episode - Mdd 09 death or suicidal thoughts,dsm5,adhd,adhd|elimination|anxiety|depression,major_depressive_episode,MDD_A9,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,48.0,48.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,
mdd_core_symptom_met,Mdd core symptom met,Input for major_depressive_episode - Mdd core symptom met,dsm5,Depression,Depression,major_depressive_episode,MDD_A1A2,dsm5,por_confirmar,threshold_flag,threshold_flag,model_input,transparent_derived,transparent_derived,system,caregiver_or_psychologist,no,yes,no,no,yes,no,yes,no,no,no,yes,por_confirmar,por_confirmar,no,no,no,no,no,no,no,no,no,no,no,no,,,por_confirmar,por_confirmar,transparent from related direct items,internal transparent aggregation,derived from available contracts and priority matrix,
mdd_duration_weeks,Mdd duration weeks,Input for major_depressive_episode - Mdd duration weeks,dsm5,adhd,adhd|conduct|elimination|anxiety|depression,major_depressive_episode,MDD_A,dsm5,dsm5,duration_item,duration_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,92.0,92.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa criteria_support; respondible por ambos roles,
mdd_impairment,Mdd impairment,Input for major_depressive_episode - Mdd impairment,dsm5,adhd,adhd|conduct|elimination|anxiety|depression,major_depressive_episode,MDD_B,dsm5,dsm5,impairment_item,impairment_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,80.0,80.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa criteria_support; respondible por ambos roles,
mdd_no_mania_hypomania_history,Mdd no mania hypomania history,Input for major_depressive_episode - Mdd no mania hypomania history,dsm5,adhd,adhd|depression,major_depressive_episode,MDD_E,dsm5,dsm5,exclusion_flag,exclusion_flag,model_input,direct_psychologist_only,psychologist_only,psychologist,caregiver_or_psychologist,no,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,no,no,yes,no,no,no,no,no,yes,,134.0,no_aplica,baja,,,feature DSM-5 explícita; prioridad DSM-5 high; capa clinician_gate; solo psicólogo,
mdd_not_due_substance_medical,Mdd not due substance medical,Input for major_depressive_episode - Mdd not due substance medical,dsm5,adhd,adhd|depression,major_depressive_episode,MDD_C,dsm5,dsm5,exclusion_flag,exclusion_flag,model_input,direct_psychologist_only,psychologist_only,psychologist,caregiver_or_psychologist,no,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,no,no,yes,no,no,no,no,no,yes,,135.0,no_aplica,baja,,,feature DSM-5 explícita; prioridad DSM-5 high; capa clinician_gate; solo psicólogo,
mdd_not_psychotic_explained,Mdd not psychotic explained,Input for major_depressive_episode - Mdd not psychotic explained,dsm5,adhd,adhd|depression,major_depressive_episode,MDD_D,dsm5,dsm5,exclusion_flag,exclusion_flag,model_input,direct_psychologist_only,psychologist_only,psychologist,caregiver_or_psychologist,no,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,no,no,yes,no,no,no,no,no,yes,,136.0,no_aplica,baja,,,feature DSM-5 explícita; prioridad DSM-5 high; capa clinician_gate; solo psicólogo,
mdd_symptom_count,Mdd symptom count,Input for major_depressive_episode - Mdd symptom count,dsm5,Depression,Depression,major_depressive_episode,MDD_A,dsm5,por_confirmar,derived_count,derived_count,model_input,transparent_derived,transparent_derived,system,caregiver_or_psychologist,no,yes,no,no,yes,no,yes,no,no,no,yes,por_confirmar,por_confirmar,no,no,no,no,no,no,no,no,no,no,no,no,,,por_confirmar,por_confirmar,transparent from related direct items,internal transparent aggregation,derived from available contracts and priority matrix,
pdd_01_appetite_change,Pdd 01 appetite change,Input for persistent_depressive_disorder - Pdd 01 appetite change,dsm5,adhd,adhd|elimination|anxiety|depression,persistent_depressive_disorder,PDD_B,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,124.0,142.0,baja,baja,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa associated_symptom; respondible por ambos roles,
pdd_02_sleep_change,Pdd 02 sleep change,Input for persistent_depressive_disorder - Pdd 02 sleep change,dsm5,adhd,adhd|elimination|anxiety|depression,persistent_depressive_disorder,PDD_B,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,no,no,yes,no,no,yes,125.0,143.0,baja,baja,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa associated_symptom; respondible por ambos roles,
pdd_03_low_energy,Pdd 03 low energy,Input for persistent_depressive_disorder - Pdd 03 low energy,dsm5,adhd,adhd|elimination|anxiety|depression,persistent_depressive_disorder,PDD_B,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,no,no,yes,no,no,yes,126.0,144.0,baja,baja,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa associated_symptom; respondible por ambos roles,
pdd_04_low_self_esteem,Pdd 04 low self esteem,Input for persistent_depressive_disorder - Pdd 04 low self esteem,dsm5,adhd,adhd|elimination|anxiety|depression,persistent_depressive_disorder,PDD_B,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,no,no,yes,no,no,yes,127.0,145.0,baja,baja,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa associated_symptom; respondible por ambos roles,
pdd_05_concentration_difficulty,Pdd 05 concentration difficulty,Input for persistent_depressive_disorder - Pdd 05 concentration difficulty,dsm5,adhd,adhd|conduct|anxiety|depression,persistent_depressive_disorder,PDD_B,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,128.0,146.0,baja,baja,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa associated_symptom; respondible por ambos roles,
pdd_06_hopelessness,Pdd 06 hopelessness,Input for persistent_depressive_disorder - Pdd 06 hopelessness,dsm5,adhd,adhd|anxiety|depression,persistent_depressive_disorder,PDD_B,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,no,yes,yes,no,no,yes,no,no,yes,129.0,147.0,baja,baja,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa associated_symptom; respondible por ambos roles,
pdd_depressed_or_irritable_mood,Pdd depressed or irritable mood,Input for persistent_depressive_disorder - Pdd depressed or irritable mood,dsm5,adhd,adhd|elimination|anxiety|depression,persistent_depressive_disorder,PDD_A,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,102.0,102.0,baja,media,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa core_symptom; respondible por ambos roles,
pdd_duration_months_child,Pdd duration months child,Input for persistent_depressive_disorder - Pdd duration months child,dsm5,adhd,adhd|elimination|anxiety|depression,persistent_depressive_disorder,PDD_A,dsm5,dsm5,duration_item,duration_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,93.0,93.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa criteria_support; respondible por ambos roles,
pdd_impairment,Pdd impairment,Input for persistent_depressive_disorder - Pdd impairment,dsm5,adhd,adhd|elimination|anxiety|depression,persistent_depressive_disorder,PDD_H,dsm5,dsm5,impairment_item,impairment_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,130.0,148.0,baja,baja,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa criteria_support; respondible por ambos roles,
pdd_no_gap_gt_2_months,Pdd no gap gt 2 months,Input for persistent_depressive_disorder - Pdd no gap gt 2 months,dsm5,adhd,adhd|depression,persistent_depressive_disorder,PDD_C,dsm5,dsm5,binary,binary,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,no,no,yes,no,no,yes,no,no,yes,137.0,156.0,baja,baja,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa criteria_support; respondible por ambos roles,
pdd_no_mania_hypomania,Pdd no mania hypomania,Input for persistent_depressive_disorder - Pdd no mania hypomania,dsm5,adhd,adhd|depression,persistent_depressive_disorder,PDD_E,dsm5,dsm5,exclusion_flag,exclusion_flag,model_input,direct_psychologist_only,psychologist_only,psychologist,caregiver_or_psychologist,no,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,no,no,yes,no,no,no,no,no,yes,,137.0,no_aplica,baja,,,feature DSM-5 explícita; prioridad DSM-5 high; capa clinician_gate; solo psicólogo,
pdd_no_psychotic_explained,Pdd no psychotic explained,Input for persistent_depressive_disorder - Pdd no psychotic explained,dsm5,adhd,adhd|depression,persistent_depressive_disorder,PDD_F,dsm5,dsm5,exclusion_flag,exclusion_flag,model_input,direct_psychologist_only,psychologist_only,psychologist,caregiver_or_psychologist,no,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,no,no,yes,no,no,no,no,no,yes,,175.0,no_aplica,baja,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa clinician_gate; solo psicólogo,
pdd_no_substance_medical,Pdd no substance medical,Input for persistent_depressive_disorder - Pdd no substance medical,dsm5,adhd,adhd|depression,persistent_depressive_disorder,PDD_G,dsm5,dsm5,exclusion_flag,exclusion_flag,model_input,direct_psychologist_only,psychologist_only,psychologist,caregiver_or_psychologist,no,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,no,no,yes,no,no,no,no,no,yes,,138.0,no_aplica,baja,,,feature DSM-5 explícita; prioridad DSM-5 high; capa clinician_gate; solo psicólogo,
pdd_symptom_count,Pdd symptom count,Input for persistent_depressive_disorder - Pdd symptom count,dsm5,Depression,Depression,persistent_depressive_disorder,PDD_B,dsm5,por_confirmar,derived_count,derived_count,model_input,transparent_derived,transparent_derived,system,caregiver_or_psychologist,no,yes,no,no,yes,no,yes,no,no,no,yes,por_confirmar,por_confirmar,no,no,no,no,no,no,no,no,no,no,no,no,,,por_confirmar,por_confirmar,transparent from related direct items,internal transparent aggregation,derived from available contracts and priority matrix,
sep_anx_01_distress_on_separation,Sep anx 01 distress on separation,Input for separation_anxiety - Sep anx 01 distress on separation,dsm5,adhd,adhd|elimination|anxiety|depression,separation_anxiety,Separation_A1,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,49.0,49.0,alta,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,
sep_anx_02_worry_losing_attachment_figures,Sep anx 02 worry losing attachment figures,Input for separation_anxiety - Sep anx 02 worry losing attachment figures,dsm5,adhd,adhd|elimination|anxiety|depression,separation_anxiety,Separation_A2,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,50.0,50.0,media,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,
sep_anx_03_worry_event_causing_separation,Sep anx 03 worry event causing separation,Input for separation_anxiety - Sep anx 03 worry event causing separation,dsm5,adhd,adhd|elimination|anxiety|depression,separation_anxiety,Separation_A3,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,51.0,51.0,media,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,
sep_anx_04_refuses_leaving_home_school,Sep anx 04 refuses leaving home school,Input for separation_anxiety - Sep anx 04 refuses leaving home school,dsm5,adhd,adhd|elimination|anxiety|depression,separation_anxiety,Separation_A4,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,52.0,52.0,media,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,
sep_anx_05_fear_being_alone_without_attachment,Sep anx 05 fear being alone without attachment,Input for separation_anxiety - Sep anx 05 fear being alone without attachment,dsm5,adhd,adhd|elimination|anxiety|depression,separation_anxiety,Separation_A5,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,53.0,53.0,media,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,
sep_anx_06_refuses_sleep_away_or_alone,Sep anx 06 refuses sleep away or alone,Input for separation_anxiety - Sep anx 06 refuses sleep away or alone,dsm5,adhd,adhd|elimination|anxiety|depression,separation_anxiety,Separation_A6,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,54.0,54.0,media,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,
sep_anx_07_separation_nightmares,Sep anx 07 separation nightmares,Input for separation_anxiety - Sep anx 07 separation nightmares,dsm5,adhd,adhd|elimination|anxiety|depression,separation_anxiety,Separation_A7,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,55.0,55.0,media,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,
sep_anx_08_physical_complaints_on_separation,Sep anx 08 physical complaints on separation,Input for separation_anxiety - Sep anx 08 physical complaints on separation,dsm5,adhd,adhd|elimination|anxiety|depression,separation_anxiety,Separation_A8,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,56.0,56.0,media,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,
sep_anx_duration_weeks,Sep anx duration weeks,Input for separation_anxiety - Sep anx duration weeks,dsm5,adhd,adhd|elimination|anxiety|depression,separation_anxiety,Separation_B,dsm5,dsm5,duration_item,duration_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,94.0,94.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa criteria_support; respondible por ambos roles,
sep_anx_impairment,Sep anx impairment,Input for separation_anxiety - Sep anx impairment,dsm5,adhd,adhd|elimination|anxiety|depression,separation_anxiety,Separation_C,dsm5,dsm5,impairment_item,impairment_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,81.0,81.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa criteria_support; respondible por ambos roles,
sep_anx_not_better_explained,Sep anx not better explained,Input for separation_anxiety - Sep anx not better explained,dsm5,adhd,adhd|depression,separation_anxiety,Separation_D,dsm5,dsm5,exclusion_flag,exclusion_flag,model_input,direct_psychologist_only,psychologist_only,psychologist,caregiver_or_psychologist,no,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,no,no,yes,no,no,no,no,no,yes,,139.0,no_aplica,baja,,,feature DSM-5 explícita; prioridad DSM-5 high; capa clinician_gate; solo psicólogo,
sep_anx_symptom_count,Sep anx symptom count,Input for derived - Sep anx symptom count,dsm5,Anxiety,Anxiety,derived,Separation_A,dsm5,por_confirmar,derived_count,derived_count,model_input,transparent_derived,transparent_derived,system,caregiver_or_psychologist,no,yes,no,no,yes,no,yes,no,no,no,yes,por_confirmar,por_confirmar,no,no,no,no,no,no,no,no,no,no,no,no,,,por_confirmar,por_confirmar,transparent from related direct items,internal transparent aggregation,derived from available contracts and priority matrix,
sex_assigned_at_birth,Sexo asignado al nacer,Input for clean_base - Sex assigned at birth,clean_base,adhd,adhd|depression,clean_base,na,DEMOGRAPHIC,master_inference_ready_strict,basic_demographic,unspecified,model_input,safe_use,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,no,no,no,no,Datos básicos,sex_assigned_at_birth,yes,yes,no,no,no,yes,no,yes,yes,no,yes,yes,66.0,66.0,media,media,,,feature retenida del clean-base auditado; respondible por ambos roles,present_in_final_input_contract_registry|present_in_questionnaire_feature_contract
social_anxiety_almost_always_triggered,Social anxiety almost always triggered,Input for social_anxiety - Social anxiety almost always triggered,dsm5,adhd,adhd|elimination|anxiety|depression,social_anxiety,Social_C,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,57.0,57.0,media,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,
social_anxiety_avoid_or_endure_intense,Social anxiety avoid or endure intense,Input for social_anxiety - Social anxiety avoid or endure intense,dsm5,adhd,adhd|elimination|anxiety|depression,social_anxiety,Social_D,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,58.0,58.0,media,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,
social_anxiety_children_peer_only_flag,Social anxiety children peer only flag,Input for social_anxiety - Social anxiety children peer only flag,dsm5,adhd,adhd|depression,social_anxiety,Social_A_note,dsm5,dsm5,criteria_support,criteria_support,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,no,no,yes,no,no,yes,no,no,yes,131.0,149.0,baja,baja,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa criteria_support; respondible por ambos roles,
social_anxiety_disproportionate,Social anxiety disproportionate,Input for social_anxiety - Social anxiety disproportionate,dsm5,adhd,adhd|depression,social_anxiety,Social_E,dsm5,dsm5,exclusion_flag,exclusion_flag,model_input,direct_psychologist_only,psychologist_only,psychologist,caregiver_or_psychologist,no,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,no,no,yes,no,no,no,no,no,yes,,176.0,no_aplica,baja,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa clinician_gate; solo psicólogo,
social_anxiety_duration_months,Social anxiety duration months,Input for social_anxiety - Social anxiety duration months,dsm5,adhd,adhd|elimination|anxiety|depression,social_anxiety,Social_F,dsm5,dsm5,duration_item,duration_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,95.0,95.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa criteria_support; respondible por ambos roles,
social_anxiety_fear_being_observed,Social anxiety fear being observed,Input for social_anxiety - Social anxiety fear being observed,dsm5,adhd,adhd|elimination|anxiety|depression,social_anxiety,Social_A,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,59.0,59.0,media,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,
social_anxiety_fear_interactions,Social anxiety fear interactions,Input for social_anxiety - Social anxiety fear interactions,dsm5,adhd,adhd|anxiety|depression,social_anxiety,Social_A,dsm5,dsm5,symptom_item,symptom_item,model_input,direct_both,both,caregiver_or_psychologist,caregiver_or_psychologist,yes,yes,no,yes,no,yes,no,yes,no,no,no,por_confirmar,por_confirmar,yes,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,60.0,60.0,media,alta,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,
