feature_name,source_table,source_column,semantic_relation_to_target,risk_level,why_flagged,suggested_action,corr_target
comorbidity_count_5targets,comorbidity,comorbidity_count_5targets,strong_proxy,critical,target_aggregate_proxy,drop_for_strict_run,0.6107962036760874
has_any_target_disorder,has,has_any_target_disorder,strong_proxy,critical,target_aggregate_proxy,drop_for_strict_run,0.5620706394659671
target_domain_depression,target,target_domain_depression,strong_proxy,critical,direct_target_leakage,drop_for_strict_run,0.5569817083540397
target_adhd_exact,target,target_adhd_exact,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,0.4579937102258226
target_domain_adhd,target,target_domain_adhd,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,0.4579937102258226
target_dmdd_exact,target,target_dmdd_exact,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,0.4303462978835952
target_major_depressive_disorder_exact,target,target_major_depressive_disorder_exact,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,0.42483750257724034
target_conduct_disorder_exact,target,target_conduct_disorder_exact,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,0.4004628416212941
target_domain_conduct,target,target_domain_conduct,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,0.4004628416212941
target_domain_anxiety,target,target_domain_anxiety,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,0.3924324363826692
target_separation_anxiety_disorder_exact,target,target_separation_anxiety_disorder_exact,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,0.37708609386472824
target_generalized_anxiety_disorder_exact,target,target_generalized_anxiety_disorder_exact,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,0.37190302529338365
target_persistent_depressive_disorder_exact,target,target_persistent_depressive_disorder_exact,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,0.2548691696081959
target_dmdd_exact_proxy_criteria_count,target,target_dmdd_exact_proxy_criteria_count,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,-0.02851635252415624
target_conduct_disorder_exact_proxy_criteria_count,target,target_conduct_disorder_exact_proxy_criteria_count,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,-0.022679870687069822
target_persistent_depressive_disorder_exact_proxy_criteria_count,target,target_persistent_depressive_disorder_exact_proxy_criteria_count,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,0.013463424937732442
target_major_depressive_disorder_exact_proxy_criteria_count,target,target_major_depressive_disorder_exact_proxy_criteria_count,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,0.0127163116595838
target_generalized_anxiety_disorder_exact_proxy_criteria_count,target,target_generalized_anxiety_disorder_exact_proxy_criteria_count,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,-0.0039472118959145005
target_separation_anxiety_disorder_exact_proxy_criteria_count,target,target_separation_anxiety_disorder_exact_proxy_criteria_count,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,-0.0037447878350027083
target_adhd_exact_proxy_criteria_count,target,target_adhd_exact_proxy_criteria_count,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,-0.0016888115657797233
target_adhd_exact_direct_criteria_count,target,target_adhd_exact_direct_criteria_count,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,0.0
target_adhd_exact_absent_criteria_count,target,target_adhd_exact_absent_criteria_count,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,0.0
target_conduct_disorder_exact_direct_criteria_count,target,target_conduct_disorder_exact_direct_criteria_count,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,0.0
target_conduct_disorder_exact_absent_criteria_count,target,target_conduct_disorder_exact_absent_criteria_count,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,0.0
target_enuresis_exact_direct_criteria_count,target,target_enuresis_exact_direct_criteria_count,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,0.0
target_enuresis_exact_proxy_criteria_count,target,target_enuresis_exact_proxy_criteria_count,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,0.0
target_enuresis_exact_absent_criteria_count,target,target_enuresis_exact_absent_criteria_count,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,0.0
target_encopresis_exact_direct_criteria_count,target,target_encopresis_exact_direct_criteria_count,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,0.0
target_encopresis_exact_proxy_criteria_count,target,target_encopresis_exact_proxy_criteria_count,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,0.0
target_encopresis_exact_absent_criteria_count,target,target_encopresis_exact_absent_criteria_count,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,0.0
target_separation_anxiety_disorder_exact_direct_criteria_count,target,target_separation_anxiety_disorder_exact_direct_criteria_count,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,0.0
target_separation_anxiety_disorder_exact_absent_criteria_count,target,target_separation_anxiety_disorder_exact_absent_criteria_count,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,0.0
target_generalized_anxiety_disorder_exact_direct_criteria_count,target,target_generalized_anxiety_disorder_exact_direct_criteria_count,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,0.0
target_generalized_anxiety_disorder_exact_absent_criteria_count,target,target_generalized_anxiety_disorder_exact_absent_criteria_count,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,0.0
target_major_depressive_disorder_exact_direct_criteria_count,target,target_major_depressive_disorder_exact_direct_criteria_count,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,0.0
target_major_depressive_disorder_exact_absent_criteria_count,target,target_major_depressive_disorder_exact_absent_criteria_count,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,0.0
target_persistent_depressive_disorder_exact_direct_criteria_count,target,target_persistent_depressive_disorder_exact_direct_criteria_count,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,0.0
target_persistent_depressive_disorder_exact_absent_criteria_count,target,target_persistent_depressive_disorder_exact_absent_criteria_count,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,0.0
target_dmdd_exact_direct_criteria_count,target,target_dmdd_exact_direct_criteria_count,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,0.0
target_dmdd_exact_absent_criteria_count,target,target_dmdd_exact_absent_criteria_count,weak_or_none,critical,direct_target_leakage,drop_for_strict_run,0.0
