recommended_bucket,recommended_reason,caregiver_should_see,psychologist_should_see,system_filled_hidden,caregiver_main_flow,psychologist_main_flow,questionnaire_mode,section_id,section_name,section_order,question_code,question_order,question_group_id,domains,source_type,respondent_expected,administered_by,future_optional_full_caregiver_candidate,concept_name,input_key_primary,input_keys_secondary,derivation_targets,question_role,caregiver_prompt,psychologist_prompt,caregiver_help_text,psychologist_help_text,response_type,scale_name,option_order,option_code,option_label_caregiver,option_label_psychologist,option_value,min_value,max_value,unit,allow_unknown,unknown_option_label,required_in_caregiver_mode,required_in_psychologist_mode,model_criticality,output_criticality,branching_rule,branching_rule_summary,visibility_rule,validation_rule,coverage_role,source_mix_role,terminology_note,caveat_if_skipped,pdf_label,api_field_name,db_group_key,excluded_from_model,supplementary_only,notes
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,sdq,Fortalezas y dificultades (SDQ),8,sdq_04,1,sdq_04,anxiety,general,clinician,psychologist,no,Ítem 04 del SDQ,sdq_04,,,direct,SDQ — Ítem 04. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,SDQ — Ítem 04. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del SDQ. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del SDQ.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 04 del SDQ,sdq_04,sdq,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,sdq,Fortalezas y dificultades (SDQ),8,sdq_05,1,sdq_05,anxiety,general,clinician,psychologist,no,Ítem 05 del SDQ,sdq_05,,,direct,SDQ — Ítem 05. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,SDQ — Ítem 05. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del SDQ. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del SDQ.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 05 del SDQ,sdq_05,sdq,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,sdq,Fortalezas y dificultades (SDQ),8,sdq_06,1,sdq_06,anxiety,general,clinician,psychologist,no,Ítem 06 del SDQ,sdq_06,,,direct,SDQ — Ítem 06. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,SDQ — Ítem 06. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del SDQ. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del SDQ.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 06 del SDQ,sdq_06,sdq,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,sdq,Fortalezas y dificultades (SDQ),8,sdq_07,1,sdq_07,anxiety,general,clinician,psychologist,no,Ítem 07 del SDQ,sdq_07,,,direct,SDQ — Ítem 07. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,SDQ — Ítem 07. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del SDQ. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del SDQ.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 07 del SDQ,sdq_07,sdq,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,sdq,Fortalezas y dificultades (SDQ),8,sdq_08,1,sdq_08,anxiety,general,clinician,psychologist,no,Ítem 08 del SDQ,sdq_08,,,direct,SDQ — Ítem 08. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,SDQ — Ítem 08. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del SDQ. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del SDQ.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 08 del SDQ,sdq_08,sdq,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,sdq,Fortalezas y dificultades (SDQ),8,sdq_09,1,sdq_09,anxiety,general,clinician,psychologist,no,Ítem 09 del SDQ,sdq_09,,,direct,SDQ — Ítem 09. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,SDQ — Ítem 09. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del SDQ. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del SDQ.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 09 del SDQ,sdq_09,sdq,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,sdq,Fortalezas y dificultades (SDQ),8,sdq_10,1,sdq_10,anxiety,general,clinician,psychologist,no,Ítem 10 del SDQ,sdq_10,,,direct,SDQ — Ítem 10. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,SDQ — Ítem 10. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del SDQ. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del SDQ.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 10 del SDQ,sdq_10,sdq,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,sdq,Fortalezas y dificultades (SDQ),8,sdq_11,1,sdq_11,anxiety,general,clinician,psychologist,no,Ítem 11 del SDQ,sdq_11,,,direct,SDQ — Ítem 11. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,SDQ — Ítem 11. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del SDQ. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del SDQ.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 11 del SDQ,sdq_11,sdq,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,sdq,Fortalezas y dificultades (SDQ),8,sdq_12,1,sdq_12,anxiety,general,clinician,psychologist,no,Ítem 12 del SDQ,sdq_12,,,direct,SDQ — Ítem 12. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,SDQ — Ítem 12. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del SDQ. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del SDQ.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 12 del SDQ,sdq_12,sdq,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,sdq,Fortalezas y dificultades (SDQ),8,sdq_13,1,sdq_13,anxiety,general,clinician,psychologist,no,Ítem 13 del SDQ,sdq_13,,,direct,SDQ — Ítem 13. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,SDQ — Ítem 13. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del SDQ. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del SDQ.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 13 del SDQ,sdq_13,sdq,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,sdq,Fortalezas y dificultades (SDQ),8,sdq_14,1,sdq_14,anxiety,general,clinician,psychologist,no,Ítem 14 del SDQ,sdq_14,,,direct,SDQ — Ítem 14. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,SDQ — Ítem 14. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del SDQ. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del SDQ.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 14 del SDQ,sdq_14,sdq,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,sdq,Fortalezas y dificultades (SDQ),8,sdq_15,1,sdq_15,anxiety,general,clinician,psychologist,no,Ítem 15 del SDQ,sdq_15,,,direct,SDQ — Ítem 15. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,SDQ — Ítem 15. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del SDQ. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del SDQ.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 15 del SDQ,sdq_15,sdq,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,sdq,Fortalezas y dificultades (SDQ),8,sdq_16,1,sdq_16,anxiety,general,clinician,psychologist,no,Ítem 16 del SDQ,sdq_16,,,direct,SDQ — Ítem 16. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,SDQ — Ítem 16. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del SDQ. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del SDQ.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 16 del SDQ,sdq_16,sdq,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,sdq,Fortalezas y dificultades (SDQ),8,sdq_17,1,sdq_17,anxiety,general,clinician,psychologist,no,Ítem 17 del SDQ,sdq_17,,,direct,SDQ — Ítem 17. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,SDQ — Ítem 17. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del SDQ. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del SDQ.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 17 del SDQ,sdq_17,sdq,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,sdq,Fortalezas y dificultades (SDQ),8,sdq_18,1,sdq_18,anxiety,general,clinician,psychologist,no,Ítem 18 del SDQ,sdq_18,,,direct,SDQ — Ítem 18. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,SDQ — Ítem 18. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del SDQ. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del SDQ.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 18 del SDQ,sdq_18,sdq,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,sdq,Fortalezas y dificultades (SDQ),8,sdq_19,1,sdq_19,anxiety,general,clinician,psychologist,no,Ítem 19 del SDQ,sdq_19,,,direct,SDQ — Ítem 19. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,SDQ — Ítem 19. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del SDQ. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del SDQ.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 19 del SDQ,sdq_19,sdq,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,sdq,Fortalezas y dificultades (SDQ),8,sdq_20,1,sdq_20,anxiety,general,clinician,psychologist,no,Ítem 20 del SDQ,sdq_20,,,direct,SDQ — Ítem 20. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,SDQ — Ítem 20. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del SDQ. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del SDQ.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 20 del SDQ,sdq_20,sdq,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,sdq,Fortalezas y dificultades (SDQ),8,sdq_21,1,sdq_21,anxiety,general,clinician,psychologist,no,Ítem 21 del SDQ,sdq_21,,,direct,SDQ — Ítem 21. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,SDQ — Ítem 21. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del SDQ. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del SDQ.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 21 del SDQ,sdq_21,sdq,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,sdq,Fortalezas y dificultades (SDQ),8,sdq_22,1,sdq_22,anxiety,general,clinician,psychologist,no,Ítem 22 del SDQ,sdq_22,,,direct,SDQ — Ítem 22. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,SDQ — Ítem 22. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del SDQ. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del SDQ.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 22 del SDQ,sdq_22,sdq,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,sdq,Fortalezas y dificultades (SDQ),8,sdq_23,1,sdq_23,anxiety,general,clinician,psychologist,no,Ítem 23 del SDQ,sdq_23,,,direct,SDQ — Ítem 23. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,SDQ — Ítem 23. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del SDQ. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del SDQ.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 23 del SDQ,sdq_23,sdq,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,sdq,Fortalezas y dificultades (SDQ),8,sdq_24,1,sdq_24,anxiety,general,clinician,psychologist,no,Ítem 24 del SDQ,sdq_24,,,direct,SDQ — Ítem 24. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,SDQ — Ítem 24. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del SDQ. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del SDQ.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 24 del SDQ,sdq_24,sdq,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,psychologist,sdq,Fortalezas y dificultades (SDQ),8,sdq_25,1,sdq_25,anxiety,general,clinician,psychologist,no,Ítem 25 del SDQ,sdq_25,,,direct,SDQ — Ítem 25. Lea el enunciado oficial del instrumento y marque la opción que mejor describa al niño o la niña.,SDQ — Ítem 25. Registre la puntuación del ítem según la administración aplicada.,Use el enunciado oficial del SDQ. Marque una sola opción según lo observado habitualmente y la codificación del instrumento.,Consigne la puntuación estructurada del ítem usando el enunciado oficial y la codificación vigente del SDQ.,integer,integer_0_2,,,,,,0.0,2.0,score,yes,No informado,no,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Ítem 25 del SDQ,sdq_25,sdq,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,both,sdq,Fortalezas y dificultades (SDQ),8,sdq_conduct_problems,1,sdq_conduct_problems,adhd|anxiety|conduct|depression|elimination,general,clinician,clinician,no,Subescala de problemas de conducta (SDQ),sdq_conduct_problems,,,direct,"Si dispone del resultado, ingrese la subescala de problemas de conducta (SDQ).",Registre la subescala de problemas de conducta (SDQ).,"Ingrese el puntaje ya calculado del instrumento, subescala o proxy correspondiente. Si no lo conoce y el campo lo permite, use “No informado”.","Consigne el puntaje ya calculado del instrumento, subescala o proxy correspondiente.",integer,integer_0_10,,,,,,0.0,10.0,score,yes,No informado,yes,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Subescala de problemas de conducta (SDQ),sdq_conduct_problems,sdq,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,both,sdq,Fortalezas y dificultades (SDQ),8,sdq_emotional_symptoms,1,sdq_emotional_symptoms,adhd|anxiety|conduct|depression|elimination,general,clinician,clinician,no,Subescala de síntomas emocionales (SDQ),sdq_emotional_symptoms,,,direct,"Si dispone del resultado, ingrese la subescala de síntomas emocionales (SDQ).",Registre la subescala de síntomas emocionales (SDQ).,"Ingrese el puntaje ya calculado del instrumento, subescala o proxy correspondiente. Si no lo conoce y el campo lo permite, use “No informado”.","Consigne el puntaje ya calculado del instrumento, subescala o proxy correspondiente.",integer,integer_0_8,,,,,,0.0,8.0,score,yes,No informado,yes,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Subescala de síntomas emocionales (SDQ),sdq_emotional_symptoms,sdq,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,both,sdq,Fortalezas y dificultades (SDQ),8,sdq_hyperactivity_inattention,1,sdq_hyperactivity_inattention,adhd|anxiety|conduct|depression|elimination,general,clinician,clinician,no,Subescala de hiperactividad/inatención (SDQ),sdq_hyperactivity_inattention,,,direct,"Si dispone del resultado, ingrese la subescala de hiperactividad/inatención (SDQ).",Registre la subescala de hiperactividad/inatención (SDQ).,"Ingrese el puntaje ya calculado del instrumento, subescala o proxy correspondiente. Si no lo conoce y el campo lo permite, use “No informado”.","Consigne el puntaje ya calculado del instrumento, subescala o proxy correspondiente.",integer,integer_0_10,,,,,,0.0,10.0,score,yes,No informado,yes,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Subescala de hiperactividad/inatención (SDQ),sdq_hyperactivity_inattention,sdq,no,no,final_scope_only
psychologist,"Bloque avanzado, autorreporte, disponibilidad instrumental o puntaje/subescala derivada; conviene dejarlo para modo psicólogo.",no,yes,no,no,yes,both,sdq,Fortalezas y dificultades (SDQ),8,sdq_impact,1,sdq_impact,adhd|anxiety|conduct|depression|elimination,general,clinician,clinician,no,Impacto total reportado (SDQ),sdq_impact,,,direct,"Si dispone del resultado, ingrese la impacto total reportado (SDQ).",Registre la impacto total reportado (SDQ).,"Ingrese el puntaje ya calculado del instrumento, subescala o proxy correspondiente. Si no lo conoce y el campo lo permite, use “No informado”.","Consigne el puntaje ya calculado del instrumento, subescala o proxy correspondiente.",integer,integer_0_7,,,,,,0.0,7.0,score,yes,No informado,yes,yes,high,high,none,Siempre visible.,always,valor dentro de rango/escala definida en contract,direct,final_model_input,Uso exclusivo para tamizaje; no equivale a diagnóstico clínico.,"Si se omite, puede disminuir la confianza o la calidad de la evidencia del resultado.",Impacto total reportado (SDQ),sdq_impact,sdq,no,no,final_scope_only
